loan_id,origination_date,state,credit_tier,loan_amount,system_size_kw,loan_term_months,interest_rate,monthly_payment,installer_partner,cents_per_watt_of_solar_electricity,cents_per_watt_of_utility_electricity,is_delinquent,days_past_due
L1823,2025-08-27,TX,B,41668,10.7,300,8.16,326.01,"GreenRoof Energy",8.09,12.83,FALSE,0
L1824,2025-08-04,TX,C,45503,13.7,300,11.96,477.92,"GreenRoof Energy",13.69,14.26,TRUE,98
L1825,2025-08-06,CA,C,29342,9.8,240,10.76,298.1,"SunPro Electric",13.24,25.66,FALSE,0
L1826,2025-08-07,TX,B,28886,8,180,6.56,252.58,"SunPro Electric",11.04,12.32,FALSE,0
L1827,2025-09-16,TX,A,36015,9.1,180,6.11,306.01,"Apex Solar Co",11.67,17.28,FALSE,0
L1828,2025-07-26,AZ,C,30598,8.7,180,11.44,356.2,"GreenRoof Energy",11.96,13.34,FALSE,0
L1829,2025-08-07,FL,B,23896,8.7,240,7.15,187.41,"BrightPath Solar",12.31,13.78,FALSE,0
L1830,2025-08-17,NC,B,36032,8.8,180,6.37,311.22,"SunPro Electric",13.01,11.98,FALSE,0
L1831,2025-09-13,CO,A,43886,11.3,240,6.4,324.6,"SunPro Electric",10.68,15.7,FALSE,0
L1832,2025-08-17,CA,A,23657,7.1,180,5.32,191.08,"Apex Solar Co",7.66,26.08,FALSE,0
L1833,2025-09-21,CA,B,24065,7.3,180,6,203.06,"SunPro Electric",12.11,24.19,FALSE,0
L1834,2025-09-01,CO,B,26301,6.2,180,7.44,242.95,"BrightPath Solar",11.51,13.64,TRUE,98
L1835,2025-07-27,NJ,B,31636,9.2,300,6.91,221.87,"SunPro Electric",15.43,14.88,FALSE,0
L1836,2025-09-07,NY,C,23951,7.9,180,12.1,288.99,"BrightPath Solar",14.11,21.25,FALSE,0
L1837,2025-07-23,FL,C,27368,6.7,240,10.7,276.84,"BrightPath Solar",12.2,11.68,FALSE,0
L1838,2025-07-10,NC,C,22704,7.6,180,10.41,249.73,"SunPro Electric",13.17,13.55,FALSE,0
L1839,2025-07-30,CO,B,17299,4,300,8.55,139.89,"BrightPath Solar",10.59,15.56,FALSE,0
L1840,2025-07-02,CT,A,49212,12.8,300,4.67,278.19,"TerraWatt Installations",13.99,22.5,FALSE,0
L1841,2025-08-17,AZ,C,23023,7.5,240,12.21,256.87,"BrightPath Solar",12.38,14.45,FALSE,0
L1842,2025-09-20,AZ,B,27996,7.8,180,5.93,235.19,"TerraWatt Installations",9.14,16.45,FALSE,0
L1843,2025-09-06,NJ,A,40289,11,240,4.4,252.73,"BrightPath Solar",12.79,18.65,FALSE,0
L1844,2025-08-29,MA,A,34370,9.5,180,4.86,269.31,"BrightPath Solar",14.43,23.84,FALSE,0
L1845,2025-08-13,CA,C,21495,5.5,180,11.33,248.73,"Apex Solar Co",15.54,23.76,TRUE,47
L1846,2025-07-30,FL,B,36852,9.8,120,7.94,446.02,"Apex Solar Co",8.89,12.05,FALSE,0
L1847,2025-07-09,TX,A,46571,12.8,180,5.15,371.85,"GreenRoof Energy",9.67,12.93,FALSE,0
L1848,2025-09-19,AZ,A,30512,8.4,180,4.04,226.34,"TerraWatt Installations",12.93,14.96,FALSE,0
L1849,2025-09-06,TX,C,28712,7.8,240,12.56,327.37,"TerraWatt Installations",12.07,14.96,FALSE,0
L1850,2025-07-27,CA,C,23180,7.1,300,10.45,218,"BrightPath Solar",15.28,26.97,FALSE,0
L1851,2025-09-29,TX,A,32605,9.2,240,5.08,216.61,"Apex Solar Co",7.65,11.03,FALSE,0
L1852,2025-09-16,CA,A,40668,12.8,180,4.88,319.15,"SunPro Electric",12.16,29.22,FALSE,0
L1853,2025-07-10,CT,B,36066,10.1,240,8.19,305.9,"Apex Solar Co",14.15,24.78,FALSE,0
L1854,2025-08-20,MA,C,40811,10.5,180,10.96,462.87,"SunPro Electric",21.17,23.92,FALSE,0
L1855,2025-09-26,CA,A,26938,6.9,300,3.37,133.06,"TerraWatt Installations",13.28,24.17,FALSE,0
L1856,2025-08-14,FL,A,23876,7.7,240,5.8,168.33,"BrightPath Solar",12,14.97,FALSE,0
L1857,2025-09-17,TX,C,43944,11.5,300,10.65,419.61,"SunPro Electric",12.07,13.32,FALSE,0
L1858,2025-07-26,TX,B,26435,8.1,240,7.91,219.71,"Apex Solar Co",12.01,12.22,FALSE,0
L1859,2025-08-25,FL,A,18108,5.4,240,5.14,120.95,"GreenRoof Energy",8.54,14.64,FALSE,0
L1860,2025-09-16,CT,C,32809,9.5,300,11.5,333.4,"BrightPath Solar",13.69,23.74,FALSE,0
L1861,2025-07-01,AZ,B,20370,5.5,240,7.85,168.49,"TerraWatt Installations",12.39,14.29,FALSE,0
L1862,2025-09-29,NJ,A,25013,6.8,300,5.97,160.66,"BrightPath Solar",13.38,17.26,FALSE,0
L1863,2025-09-01,CA,B,30261,10.2,240,7.53,244.3,"TerraWatt Installations",11.74,25.62,FALSE,0
L1864,2025-07-20,NC,C,35699,9.1,240,12,392.97,"TerraWatt Installations",11.7,14.36,FALSE,0
L1865,2025-09-07,NC,A,35375,10.4,180,5.87,296.02,"TerraWatt Installations",12.62,12.01,FALSE,0
L1866,2025-07-06,CA,C,34631,11,180,10.72,387.57,"GreenRoof Energy",9.9,27.19,FALSE,0
L1867,2025-09-24,TX,A,26462,7,240,4.65,169.6,"BrightPath Solar",8.24,14.61,FALSE,0
L1868,2025-09-19,NJ,A,26687,7.7,240,5.56,184.55,"GreenRoof Energy",9.31,15.88,FALSE,0
L1869,2025-09-05,FL,C,26988,7.2,240,10.33,266.31,"GreenRoof Energy",15.79,10.08,TRUE,33
L1870,2025-07-19,NJ,C,28446,9.8,240,11.53,303.86,"Apex Solar Co",15.62,20.01,FALSE,0
L1871,2025-09-11,CO,C,32297,10.8,240,11.33,340.69,"SunPro Electric",18.61,15.41,FALSE,0
L1872,2025-08-09,CA,B,25631,9.7,240,7.27,202.82,"TerraWatt Installations",12.84,24.45,FALSE,0
L1873,2025-07-09,NC,A,16216,5.1,240,4.92,106.29,"Apex Solar Co",9.15,11.22,TRUE,130
L1874,2025-07-31,FL,A,29227,8.1,240,5.87,207.18,"GreenRoof Energy",6.85,14.78,FALSE,0
L1875,2025-07-01,NY,A,45252,11.8,240,5.55,312.69,"GreenRoof Energy",11.58,22.36,FALSE,0
L1876,2025-09-09,AZ,A,38565,10.6,240,3.44,222.49,"BrightPath Solar",7.71,13.63,FALSE,0
L1877,2025-08-07,TX,C,33943,11.4,180,10.13,367.52,"SunPro Electric",13.73,13.53,FALSE,0
L1878,2025-09-10,CA,A,19835,6,240,4.58,126.3,"SunPro Electric",12.08,23.26,FALSE,0
L1879,2025-08-22,TX,B,15476,4,120,6.04,172.09,"Apex Solar Co",10.85,10.96,FALSE,0
L1880,2025-09-05,TX,A,29404,6.9,240,4.9,192.42,"SunPro Electric",9.39,10.46,FALSE,0
L1881,2025-08-26,NJ,A,49016,12.5,300,5.03,287.52,"TerraWatt Installations",14.16,20.6,FALSE,0
L1882,2025-09-21,AZ,C,20790,6.7,120,10.94,285.68,"Apex Solar Co",11.77,15.18,FALSE,0
L1883,2025-09-12,CA,C,27708,7.6,240,11.03,286.59,"BrightPath Solar",15.38,23.51,FALSE,0
L1884,2025-08-12,MA,C,38395,11.3,300,11.02,376.88,"SunPro Electric",16.17,25.47,FALSE,0
L1885,2025-09-09,NC,B,39065,12.5,180,8.62,387.41,"Apex Solar Co",10.74,13.13,FALSE,0
L1886,2025-07-18,TX,C,15940,4.6,180,11.78,189.02,"GreenRoof Energy",14.21,9.98,TRUE,115
L1887,2025-07-11,NC,A,17779,5.5,120,5.31,191.24,"GreenRoof Energy",13.63,14.33,FALSE,0
L1888,2025-09-24,CA,A,24884,7.1,240,5.53,171.62,"Apex Solar Co",9.01,26.42,FALSE,0
L1889,2025-08-09,AZ,A,35214,10.2,120,5.01,373.66,"BrightPath Solar",7.27,12.47,FALSE,0
L1890,2025-09-07,CT,A,40943,9.9,240,4.69,263.35,"Apex Solar Co",12.61,22.5,FALSE,0
L1891,2025-08-02,NC,C,36250,10.1,300,11.99,381.66,"GreenRoof Energy",15.79,10.16,TRUE,65
L1892,2025-09-23,NY,B,31544,10.6,240,7.81,260.22,"GreenRoof Energy",14.87,21.54,FALSE,0
L1893,2025-08-24,AZ,A,43340,12.3,180,4.03,321.21,"BrightPath Solar",8.21,13.88,FALSE,0
L1894,2025-09-24,CA,A,49077,13.5,240,4.3,305.21,"GreenRoof Energy",11.59,26.74,FALSE,0
L1895,2025-07-08,NY,C,44726,11,240,10.06,433.5,"TerraWatt Installations",15.86,21.85,FALSE,0
L1896,2025-08-28,FL,B,14604,4.2,180,6.95,130.89,"SunPro Electric",9.13,11.89,TRUE,177
L1897,2025-08-13,NY,A,37135,9.8,180,5.03,294.24,"Apex Solar Co",12.74,21.25,FALSE,0
L1898,2025-09-22,TX,A,32039,11.8,240,5.68,223.67,"GreenRoof Energy",8.57,10.22,FALSE,0
L1899,2025-07-14,CA,A,49121,15.1,240,6.34,361.48,"SunPro Electric",8.4,25.97,FALSE,0
L1900,2025-09-11,CA,C,17679,4.9,240,9.84,168.72,"TerraWatt Installations",12.81,22.32,FALSE,0
L1901,2025-07-01,NY,C,31142,8,300,11.21,309.96,"SunPro Electric",14.86,19.65,FALSE,0
L1902,2025-08-02,CT,A,42135,12.7,300,6.08,273.55,"TerraWatt Installations",14.49,20.41,FALSE,0
L1903,2025-08-04,FL,A,38176,10.6,240,6.03,274.19,"TerraWatt Installations",10.58,13.32,FALSE,0
L1904,2025-09-14,CT,B,27135,8.3,180,6.13,230.83,"Apex Solar Co",16.77,21.06,FALSE,0
L1905,2025-09-16,TX,A,19474,5,240,3.77,115.65,"SunPro Electric",10.55,10.99,FALSE,0
L1906,2025-09-28,CO,B,30932,8,300,7.2,222.65,"TerraWatt Installations",11.6,14.54,FALSE,0
L1907,2025-09-06,CA,C,20796,6.3,180,11.02,236.68,"BrightPath Solar",15.05,21.3,TRUE,31
L1908,2025-07-12,CA,C,26129,8.6,180,10.77,293.2,"TerraWatt Installations",16.2,22.66,FALSE,0
L1909,2025-08-26,CA,B,23609,5.8,240,7.4,188.82,"TerraWatt Installations",13.35,23.33,FALSE,0
L1910,2025-09-27,MA,A,39734,10.1,180,5.62,327.16,"Apex Solar Co",13.56,19.67,FALSE,0
L1911,2025-08-05,CA,B,44024,12,180,6.14,374.94,"SunPro Electric",15.38,23.36,FALSE,0
L1912,2025-07-26,NY,C,33969,10.7,240,10.6,341.42,"TerraWatt Installations",15.46,21.77,FALSE,0
L1913,2025-08-09,TX,B,38076,9.5,240,8.72,335.74,"GreenRoof Energy",8.77,13.17,FALSE,0
L1914,2025-07-22,TX,C,25041,7.4,180,10.5,276.81,"BrightPath Solar",10.84,12.94,FALSE,0
L1915,2025-09-19,TX,A,59492,14.4,180,3.41,422.73,"TerraWatt Installations",9.03,7.95,FALSE,0
L1916,2025-08-13,TX,C,33548,7.8,120,12.21,485.44,"SunPro Electric",11.61,12.85,FALSE,0
L1917,2025-08-26,TX,C,39250,12,180,10.65,437.52,"BrightPath Solar",10.47,12.4,TRUE,72
L1918,2025-07-11,MA,C,23355,7,180,12.14,282.37,"TerraWatt Installations",17.62,24.63,FALSE,0
L1919,2025-08-02,AZ,A,26044,7.7,240,4.82,169.28,"GreenRoof Energy",7.29,12.51,FALSE,0
L1920,2025-09-11,CA,B,39686,11.6,300,7.52,293.75,"TerraWatt Installations",11.29,23.04,FALSE,0
L1921,2025-07-13,CA,A,28967,9.7,180,5.91,243.1,"Apex Solar Co",9.37,25.27,FALSE,0
L1922,2025-09-13,NC,A,30201,7.9,120,3.84,303.5,"BrightPath Solar",12.59,8.79,FALSE,0
L1923,2025-09-27,CT,C,17642,5,300,10.95,172.29,"GreenRoof Energy",16.16,26.34,FALSE,0
L1924,2025-08-02,MA,C,34342,9.6,240,10.41,340.72,"SunPro Electric",16.07,23.66,FALSE,0
L1925,2025-08-21,NY,A,40051,10.3,300,4.86,230.81,"TerraWatt Installations",12.51,19.71,FALSE,0
L1926,2025-09-03,NC,C,20241,6.7,300,9.82,181.35,"TerraWatt Installations",8.5,13.39,FALSE,0
L1927,2025-08-24,CA,C,23777,6.6,180,10.48,262.56,"SunPro Electric",15.24,21.97,FALSE,0
L1928,2025-08-18,AZ,B,35963,10.4,300,8.29,284.51,"TerraWatt Installations",10.91,13.68,FALSE,0
L1929,2025-08-11,TX,A,32325,9.2,300,4.49,179.54,"BrightPath Solar",12.43,11.86,FALSE,0
L1930,2025-09-17,NC,C,22719,6.9,240,9.86,217.1,"BrightPath Solar",13.85,11.86,FALSE,0
L1931,2025-09-19,FL,C,45211,11.8,180,11.82,537.53,"SunPro Electric",13.08,15.89,FALSE,0
L1932,2025-07-30,NJ,B,13140,4.4,300,7.66,98.44,"SunPro Electric",15.39,15.37,FALSE,0
L1933,2025-09-09,NY,C,38969,10.8,300,10.21,359.93,"BrightPath Solar",16.45,21.03,FALSE,0
L1934,2025-08-29,NY,B,20639,5.5,180,7.62,192.73,"BrightPath Solar",14.75,17.64,FALSE,0
L1935,2025-07-29,FL,B,39328,10.3,180,8.08,377.72,"TerraWatt Installations",9.31,14.18,FALSE,0
L1936,2025-08-19,TX,A,40369,11.7,180,3.28,284.27,"Apex Solar Co",13.28,12.9,FALSE,0
L1937,2025-07-27,TX,A,30865,8.4,180,4.1,229.82,"SunPro Electric",9.99,12.42,FALSE,0
L1938,2025-07-31,FL,A,37144,10.4,240,4.72,239.37,"SunPro Electric",10.92,13.83,FALSE,0
L1939,2025-08-17,CA,C,22767,7.8,180,12.08,274.44,"BrightPath Solar",15.56,24.32,FALSE,0
L1940,2025-08-28,CA,B,38917,12.4,240,6.94,300.34,"GreenRoof Energy",12.42,23.87,FALSE,0
L1941,2025-07-02,NY,B,28230,8.7,240,7.05,219.68,"SunPro Electric",14.44,20.92,FALSE,0
L1942,2025-07-25,TX,C,44514,13.6,180,11.27,513.45,"BrightPath Solar",13.52,11.64,TRUE,64
L1943,2025-09-01,AZ,C,27657,7.1,240,11.36,292.28,"SunPro Electric",13.71,14.35,FALSE,0
L1944,2025-09-05,NY,B,44458,10.7,300,7.91,340.62,"TerraWatt Installations",11.81,20.63,FALSE,0
L1945,2025-09-27,NJ,C,31742,8.1,180,11.46,369.94,"GreenRoof Energy",12.39,15.37,FALSE,0
L1946,2025-09-19,CO,A,14743,5.8,300,4.43,81.35,"GreenRoof Energy",13.22,14.32,FALSE,0
L1947,2025-09-23,CA,C,24420,7.5,240,10.47,243.25,"Apex Solar Co",13.16,27.54,FALSE,0
L1948,2025-08-28,NJ,B,49804,13.9,240,6.22,363.1,"GreenRoof Energy",13.78,20.9,FALSE,0
L1949,2025-09-20,NJ,C,39471,10.4,180,10.31,431.8,"BrightPath Solar",13.21,18.06,FALSE,0
L1950,2025-08-24,NY,A,36040,10.7,240,5.78,253.75,"BrightPath Solar",12.38,17.98,FALSE,0
L1951,2025-07-25,CA,B,25738,8.5,300,7.37,188.02,"GreenRoof Energy",9.15,26.51,FALSE,0
L1952,2025-08-20,FL,C,35880,10.9,240,11.45,381.44,"SunPro Electric",14.05,14.95,FALSE,0
L1953,2025-08-14,CT,C,14181,4,240,11.16,147.96,"SunPro Electric",17.62,20.95,TRUE,33
L1954,2025-09-29,TX,A,24862,6.7,180,3.48,177.54,"BrightPath Solar",11.5,14.83,FALSE,0
L1955,2025-07-18,CA,B,48139,12.9,300,7.08,342.83,"TerraWatt Installations",11.49,25.31,FALSE,0
L1956,2025-07-05,FL,C,17743,5.5,180,11.18,203.62,"GreenRoof Energy",14.43,9.31,TRUE,70
L1957,2025-08-23,TX,B,36473,10.5,300,7.35,266.05,"GreenRoof Energy",10.84,8.2,TRUE,98
L1958,2025-09-06,NY,B,28284,7.2,300,6.92,198.52,"TerraWatt Installations",12.52,19.5,FALSE,0
L1959,2025-08-02,AZ,B,29663,9,300,8.07,230.39,"BrightPath Solar",12.02,8.92,TRUE,41
L1960,2025-09-24,AZ,C,30101,10.8,240,9.62,282.97,"GreenRoof Energy",12.03,12.21,FALSE,0
L1961,2025-08-11,AZ,A,33628,10.2,240,4,203.85,"Apex Solar Co",5.3,15.71,FALSE,0
L1962,2025-09-16,FL,A,30772,7.4,240,5.29,208.06,"BrightPath Solar",12.28,10.38,FALSE,0
L1963,2025-07-29,FL,B,31062,9.2,240,8.37,266.94,"TerraWatt Installations",13.03,12.4,FALSE,0
L1964,2025-07-04,CT,A,29238,9,300,4.26,158.48,"BrightPath Solar",11.92,22.38,FALSE,0
L1965,2025-07-24,AZ,B,36644,11.5,180,7.81,346.2,"TerraWatt Installations",11.54,15.03,FALSE,0
L1966,2025-09-17,CO,A,35157,9.4,180,5.1,279.86,"BrightPath Solar",7.61,11.22,FALSE,0
L1967,2025-07-15,NC,A,19738,6,300,4.75,112.52,"Apex Solar Co",11.08,14.37,FALSE,0
L1968,2025-09-14,MA,B,46380,11.7,180,6.83,412.55,"SunPro Electric",13.99,23.25,FALSE,0
L1969,2025-08-15,AZ,C,36005,10.3,300,10.21,332.58,"TerraWatt Installations",10.03,10.77,TRUE,38
L1970,2025-08-05,NC,A,19572,5.8,300,4.15,104.94,"SunPro Electric",9.78,11.63,FALSE,0
L1971,2025-09-06,MA,A,38253,11.8,180,6.73,338.04,"SunPro Electric",15.82,22.4,FALSE,0
L1972,2025-09-09,CA,C,18772,4.6,180,11.14,214.97,"TerraWatt Installations",15.37,28.32,FALSE,0
L1973,2025-07-08,AZ,A,49627,12.9,180,4.73,385.39,"TerraWatt Installations",12.93,9.71,FALSE,0
L1974,2025-07-11,CT,A,38015,10.7,240,3.5,220.44,"SunPro Electric",15.42,21.51,FALSE,0
L1975,2025-08-26,FL,A,34172,8.7,240,5.38,232.72,"GreenRoof Energy",12.17,11.77,FALSE,0
L1976,2025-07-31,CA,C,19275,5.6,240,10.38,190.86,"Apex Solar Co",14.83,23.56,FALSE,0
L1977,2025-08-17,NY,A,31243,8.9,180,4.35,236.59,"SunPro Electric",14.72,16.87,FALSE,0
L1978,2025-09-14,MA,A,16349,5.8,240,4.4,102.57,"BrightPath Solar",17.09,24.26,FALSE,0
L1979,2025-08-22,CO,C,31417,7.7,300,11.17,311.77,"Apex Solar Co",12.26,16.88,FALSE,0
L1980,2025-07-08,TX,C,14113,4,180,10.09,152.47,"SunPro Electric",12.61,11.21,TRUE,36
L1981,2025-08-04,NY,C,18615,5.3,240,11.49,198.34,"BrightPath Solar",15.88,23.09,FALSE,0
L1982,2025-08-25,AZ,A,18018,5.9,240,5.78,126.76,"Apex Solar Co",7.92,14.82,FALSE,0
L1983,2025-08-24,CA,B,33065,10.9,240,6.94,255.07,"SunPro Electric",11.57,27.57,FALSE,0
L1984,2025-08-02,CO,C,61290,17.3,240,10.72,620.99,"SunPro Electric",9.81,12.82,FALSE,0
L1985,2025-07-15,NJ,B,38852,10.7,240,7.47,312.27,"GreenRoof Energy",12.08,16.06,FALSE,0
L1986,2025-07-06,CO,B,33263,7.6,180,8.29,323.56,"TerraWatt Installations",11.98,12.64,FALSE,0
L1987,2025-08-25,TX,C,40867,9.1,300,10.51,386.14,"TerraWatt Installations",12.27,12.46,FALSE,0
L1988,2025-07-28,MA,C,32708,10.9,240,11.86,357,"TerraWatt Installations",15.11,24.33,FALSE,0
L1989,2025-08-15,FL,C,28532,7.6,180,10.87,321.96,"BrightPath Solar",13.14,13.75,FALSE,0
L1990,2025-07-11,FL,A,38330,11.1,180,5.02,303.54,"SunPro Electric",10.51,11.9,FALSE,0
L1991,2025-09-03,CA,C,21731,6.6,240,10.41,215.67,"Apex Solar Co",13.28,23.01,FALSE,0
L1992,2025-09-03,CA,A,18432,5.4,300,5.27,110.7,"SunPro Electric",10.75,23.42,FALSE,0
L1993,2025-09-03,NC,B,37289,10.9,180,7.28,340.98,"TerraWatt Installations",9.36,13.78,TRUE,54
L1994,2025-09-18,MA,C,28846,8.4,300,12.46,313.62,"GreenRoof Energy",15.99,23.89,FALSE,0
L1995,2025-08-12,CO,C,25494,6.8,120,11.15,353.34,"TerraWatt Installations",11.46,12.05,FALSE,0
L1996,2025-08-30,FL,B,24651,9.1,300,7.54,182.74,"GreenRoof Energy",11.9,13.54,FALSE,0
L1997,2025-07-19,MA,A,36256,11.4,180,4.87,284.22,"Apex Solar Co",13.65,20.91,FALSE,0
L1998,2025-09-05,CA,C,59188,14.2,240,11.46,629.39,"TerraWatt Installations",13.82,25.42,FALSE,0
L1999,2025-08-16,NC,C,56881,14.8,180,11.23,654.86,"GreenRoof Energy",14.04,13.64,TRUE,74
L2000,2025-08-08,CT,C,32193,9.4,240,11.09,334.22,"SunPro Electric",15.51,21,FALSE,0
L2001,2025-08-02,CT,A,44556,11.9,180,6.03,376.69,"GreenRoof Energy",11.05,25.01,FALSE,0
L2002,2025-08-21,FL,A,30531,7.8,240,5.29,206.41,"GreenRoof Energy",11,13.09,FALSE,0
L2003,2025-09-05,CO,A,37005,10.6,240,5.06,245.44,"BrightPath Solar",8.84,11.13,FALSE,0
L2004,2025-08-21,NJ,A,30876,10.3,240,3.89,185.24,"GreenRoof Energy",12.46,17.81,FALSE,0
L2005,2025-07-21,CO,C,24146,6.3,120,10.92,331.56,"GreenRoof Energy",13.71,12.44,TRUE,38
L2006,2025-09-09,TX,C,46455,12,240,11.29,488.56,"GreenRoof Energy",11.74,15.79,FALSE,0
L2007,2025-09-21,CA,A,29708,8.4,300,4.83,170.82,"BrightPath Solar",8.86,21.77,FALSE,0
L2008,2025-08-07,NC,A,46321,11.7,240,4.32,288.48,"SunPro Electric",6.89,12.55,FALSE,0
L2009,2025-07-14,NC,C,38599,10.3,180,11.76,457.34,"SunPro Electric",12.85,11.14,FALSE,0
L2010,2025-08-10,CT,A,24886,6.2,180,5.11,198.19,"SunPro Electric",12.85,21.29,FALSE,0
L2011,2025-09-24,NJ,B,13616,4,180,7.46,125.92,"Apex Solar Co",15.89,14.54,FALSE,0
L2012,2025-08-31,FL,B,13404,4.6,300,7.48,98.9,"GreenRoof Energy",11.55,15.54,TRUE,180
L2013,2025-08-03,CO,A,36453,12.2,240,5.91,259.19,"GreenRoof Energy",9.18,14.39,FALSE,0
L2014,2025-07-22,TX,B,36530,9.5,180,8.03,349.71,"Apex Solar Co",9.67,12.23,FALSE,0
L2015,2025-09-12,FL,A,17938,5.1,300,5.03,105.15,"SunPro Electric",13.23,14.38,FALSE,0
L2016,2025-07-26,NY,A,20901,6.5,300,5.5,128.37,"GreenRoof Energy",12.55,19.5,TRUE,172
L2017,2025-09-03,AZ,C,27345,7.2,300,10.24,253.04,"TerraWatt Installations",9.75,15.73,FALSE,0
L2018,2025-08-18,CA,B,17441,4.5,240,7.85,144.29,"GreenRoof Energy",11.52,27.71,FALSE,0
L2019,2025-08-14,FL,B,26421,6.3,300,7.78,200.01,"SunPro Electric",10.05,10.37,FALSE,0
L2020,2025-08-16,CA,C,33878,10.3,240,10.98,349.21,"SunPro Electric",11.57,23.58,FALSE,0
L2021,2025-09-10,NC,B,18337,6.6,180,6.9,163.75,"Apex Solar Co",14.89,11.28,FALSE,0
L2022,2025-09-22,TX,A,21828,6.8,300,5.8,137.92,"TerraWatt Installations",8.07,10.49,TRUE,39
L2023,2025-09-02,CT,B,38277,11,240,7.38,305.64,"BrightPath Solar",15.12,23.79,FALSE,0
L2024,2025-07-25,NC,B,41437,11.3,240,8.19,351.52,"TerraWatt Installations",10.07,10.47,FALSE,0
L2025,2025-09-28,MA,B,36956,11.1,180,8.05,354.16,"TerraWatt Installations",14.59,21.44,FALSE,0
L2026,2025-07-25,CA,A,45240,11.6,180,5.2,362.45,"GreenRoof Energy",15.14,24.7,FALSE,0
L2027,2025-08-27,CA,C,17906,5.9,180,12.48,220.48,"BrightPath Solar",15.77,21.78,TRUE,64
L2028,2025-09-20,CA,A,24784,6,300,3.54,124.63,"SunPro Electric",9.31,24.54,FALSE,0
L2029,2025-08-10,TX,A,42007,11,240,6.64,316.68,"GreenRoof Energy",8.33,14.11,FALSE,0
L2030,2025-09-03,CA,A,32967,8.9,300,5.17,196.06,"GreenRoof Energy",12.15,25.29,FALSE,0
L2031,2025-07-19,CA,C,24590,6.4,240,12.28,275.58,"BrightPath Solar",17.14,20.55,TRUE,64
L2032,2025-08-12,MA,B,28392,7.7,240,7.53,229.23,"GreenRoof Energy",15.29,23.27,FALSE,0
L2033,2025-09-13,MA,A,31530,8.9,300,5.63,195.99,"BrightPath Solar",18.36,23.92,FALSE,0
L2034,2025-09-27,FL,A,38568,10.2,180,4.02,285.63,"Apex Solar Co",7.39,11.97,FALSE,0
L2035,2025-09-11,CA,C,31307,9.1,180,10.74,350.82,"GreenRoof Energy",16.58,27.82,TRUE,87
L2036,2025-07-18,NC,A,38843,10,300,5.13,230.02,"TerraWatt Installations",8.87,9.76,FALSE,0
L2037,2025-09-21,TX,C,21187,7.1,240,10.5,211.46,"SunPro Electric",11.01,13.88,FALSE,0
L2038,2025-09-06,CA,A,29880,7.8,300,4.08,159.09,"BrightPath Solar",12.23,25.34,FALSE,0
L2039,2025-08-28,CA,C,41408,13.2,300,10.96,404.68,"BrightPath Solar",11.96,24.93,FALSE,0
L2040,2025-07-30,TX,B,29551,8.5,180,6.57,258.59,"TerraWatt Installations",8.26,14.78,FALSE,0
L2041,2025-08-28,CT,C,63243,14.9,180,10.61,703.4,"TerraWatt Installations",16.57,23.05,FALSE,0
L2042,2025-08-12,CA,B,26672,9.2,240,7.94,222.13,"SunPro Electric",13.8,27.33,FALSE,0
L2043,2025-09-30,CA,A,25767,8.7,240,4.3,160.2,"Apex Solar Co",12.26,22.77,FALSE,0
L2044,2025-07-05,NC,C,28912,11,240,11.4,306.38,"TerraWatt Installations",11.06,10.5,FALSE,0
L2045,2025-09-30,CA,A,39197,11.6,240,5.46,268.78,"Apex Solar Co",12.04,26.41,FALSE,0
L2046,2025-09-15,NY,B,18454,5.2,240,9.42,171,"GreenRoof Energy",14.41,22.28,FALSE,0
L2047,2025-07-04,TX,B,53184,12.5,240,6.81,406.26,"Apex Solar Co",10.87,13.38,FALSE,0
L2048,2025-08-10,NY,A,19631,5.9,240,6.93,151.34,"Apex Solar Co",13.72,20.12,FALSE,0
L2049,2025-08-14,NY,C,32165,10.1,120,12.08,463.06,"SunPro Electric",10.83,18.86,FALSE,0
L2050,2025-08-21,TX,B,31150,10,300,7.93,238.9,"GreenRoof Energy",11.57,10.82,FALSE,0
L2051,2025-09-23,NY,A,33405,9.5,180,4.11,248.94,"SunPro Electric",15.01,21.91,FALSE,0
L2052,2025-08-29,TX,B,24050,8.1,300,6.57,163.42,"GreenRoof Energy",13.05,13.7,FALSE,0
L2053,2025-07-24,TX,A,29723,8.6,240,5.61,206.31,"SunPro Electric",9.69,13.56,FALSE,0
L2054,2025-09-11,CA,C,38434,10.3,180,10.15,416.47,"GreenRoof Energy",13.91,24.83,FALSE,0
L2055,2025-09-12,CT,C,33281,10.5,180,12.13,402.21,"TerraWatt Installations",14.83,22.88,FALSE,0
L2056,2025-09-30,NC,A,42397,10.9,300,6.82,294.91,"GreenRoof Energy",7.5,8.03,FALSE,0
L2057,2025-07-15,TX,A,49495,12.8,240,5.92,352.33,"SunPro Electric",9.51,11.19,FALSE,0
L2058,2025-09-23,MA,A,41609,10.7,300,4.11,222.07,"Apex Solar Co",13.23,24.07,FALSE,0
L2059,2025-07-23,AZ,C,60077,15.5,240,9.38,555.15,"SunPro Electric",10.16,11.25,FALSE,0
L2060,2025-07-25,TX,C,39425,9.7,300,11.15,390.58,"Apex Solar Co",13.65,10.45,TRUE,55
L2061,2025-09-03,TX,B,28103,8.8,180,8.75,280.82,"TerraWatt Installations",10.53,13,FALSE,0
